   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3000000e+00
   9.2314852e+02  -5.2248396e-01   8.2134002e+02   1.3000000e+00
   1.1879056e+03   4.8740955e-01   6.2379555e+02   1.3000000e+00
   1.3827195e+03  -9.2620978e-01   6.1127843e+02   1.3000000e+00
   1.1073109e+03   2.4112997e-01   7.0280730e+02   1.3000000e+00
   2.6439922e+02   6.3445586e-01   4.0975120e+02   1.3000000e+00
   6.0855932e+02  -5.4415840e-02   3.6778431e+02   1.3000000e+00
   1.4032045e+03   9.7895410e-01   6.5442618e+02   1.3000000e+00
   1.3753567e+03  -7.9946179e-01   6.2844416e+02   1.3000000e+00
   6.1540531e+02  -6.7244862e-01   4.9492996e+02   1.3000000e+00
   1.3404743e+03   3.2740423e-01   9.9527760e+02   1.3000000e+00
   8.6836957e+01  -1.5455613e-01   2.7885983e+02   1.3000000e+00
   5.2930220e+02  -6.1780675e-01   4.3277879e+02   1.3000000e+00
   1.2197497e+03   6.0569588e-01   1.7267155e+02   1.3000000e+00
   1.4791951e+01  -8.7693773e-01   9.2021651e+02   1.3000000e+00
   2.0833632e+02   2.6824861e-01   4.3119174e+02   1.3000000e+00
   3.0414783e+02   5.2798231e-01   3.0965045e+02   1.3000000e+00
   2.9808261e+02  -9.9146147e-01   4.3723259e+02   1.3000000e+00
   9.0568872e+02  -1.8311109e-01   8.9243782e+02   1.3000000e+00
   4.0828189e+02  -2.6048508e-01   9.0616027e+02   1.3000000e+00
   2.9822140e+02  -7.8515066e-01   4.1755647e+02   1.3000000e+00
   2.2910891e+01   2.9652779e-01   3.6092458e+02   1.3000000e+00
   1.1201785e+03  -4.1945914e-01   7.1541203e+02   1.3000000e+00
   6.6764465e+02  -7.8606254e-01   9.9402884e+02   1.3000000e+00
   1.3977219e+03   1.7789655e-02   4.6374481e+02   1.3000000e+00
   6.9899151e+02   9.7955895e-01   5.1770120e+02   1.3000000e+00
   6.2797420e+02  -7.4038089e-01   9.6632326e+02   1.3000000e+00
   1.2693321e+03  -8.6260461e-01   7.2313627e+02   1.3000000e+00
   7.8772874e+02  -4.8631847e-01   7.4344745e+02   1.3000000e+00
   3.0397104e+02  -1.4435396e-01   8.8869446e+02   1.3000000e+00
   1.0082062e+03  -4.0441359e-01   9.9768922e+02   1.3000000e+00
   1.2571777e+03   2.9041469e-01   8.8431732e+02   1.3000000e+00
